Brand,Model,Price,Year,Mileage,Engine_type,Transmission,Color,Bodywork,Doors_num,Steering_wheel,Vin,Owners_num,Tech_condition,Horsepower,Engine_capacity
Audi,A6,3 833 760 q,,17 267,бензин,автомат,черный,седан,,левый,,,,340 л.с.,3.0
Audi,TT,1 918 000 q,,34 789,бензин,автомат,красный,купе,,левый,,,,230 л.с.,2.0
Audi,A8,5 828 000 q,,45 084,бензин,автомат,черный,,,левый,,,,340 л.с.,3.0
Audi,A4,1 470 000 q,,95 160,бензин,автомат,серый,седан,,левый,,,,150 л.с.,1.4
Audi,A4,1 520 000 q,,105 951,бензин,автомат,серый,седан,,левый,,,,150 л.с.,1.4
Audi,A5,1 358 000 q,,149 584,бензин,автомат,белый,купе,,левый,,,,225 л.с.,2.0
Audi,Q3,1 569 900 q,,112 655,бензин,автомат,белый,,,левый,,,,180 л.с.,2.0
Audi,Q3,1 599 900 q,,82 695,бензин,автомат,серый,,,левый,,,,180 л.с.,2.0
Audi,A4,770 000 q,,246 000,бензин,автомат,белый,седан,,левый,,,,211 л.с.,2.0
Audi,S5,1 100 000 q,,75 000,бензин,автомат,белый,купе,,левый,,,,354 л.с.,4.2
Audi,A4,875 000 q,,120 350,бензин,автомат,черный,седан,,левый,,,,170 л.с.,1.8
Audi,Q8,7 350 000 q,,17 450,дизель,автомат,серый,,,левый,,,,249 л.с.,3.0
Audi,A6,1 580 000 q,,130 000,бензин,автомат,,седан,,левый,,,,190 л.с.,1.8
Audi,Q7,820 000 q,,199 000,бензин,автомат,белый,,,левый,,,,350 л.с.,4.2
Audi,Q3,1 269 000 q,,75 255,бензин,автомат,оранжевый,,,левый,,,,170 л.с.,2.0
Audi,SQ8,12 350 000 q,,0,дизель,автомат,синий,,,левый,WAUZZZF11LD****10,,,422 л.с.,4.0
Audi,A4,2 712 500 q,,0,бензин,автомат,серый,седан,,левый,WAUZZZF47MN****02,,,150 л.с.,2.0
Audi,A4,2 612 000 q,,0,бензин,автомат,синий,седан,,левый,WAUZZZF46MA****21,,,150 л.с.,2.0
Audi,A4,2 690 000 q,,0,бензин,автомат,белый,седан,,левый,WAUZZZF45MA****62,,,190 л.с.,2.0
Audi,A4,2 690 000 q,,0,бензин,автомат,синий,седан,,левый,WAUZZZF47MA****20,,,190 л.с.,2.0
Audi,A4,2 790 000 q,,0,бензин,автомат,черный,седан,,левый,WAUZZZF42MN****19,,,190 л.с.,2.0
Audi,A4,2 790 000 q,,0,бензин,автомат,белый,седан,,левый,WAUZZZF40MA****07,,,190 л.с.,2.0
Audi,A4,3 353 400 q,,0,бензин,автомат,синий,седан,,левый,WAUZZZF42MA****25,,,249 л.с.,2.0
Audi,A4,3 353 400 q,,0,бензин,автомат,черный,седан,,левый,WAUZZZF47MA****86,,,249 л.с.,2.0
Audi,A4,2 420 000 q,,0,бензин,автомат,черный,седан,,левый,WAUZZZF42MA****11,,,150 л.с.,2.0
Audi,A4,3 353 400 q,,0,бензин,автомат,белый,седан,,левый,WAUZZZF44MA****60,,,249 л.с.,2.0
Audi,A4,2 420 000 q,,0,бензин,автомат,серый,седан,,левый,WAUZZZF47MA****04,,,150 л.с.,2.0
Audi,A4,2 420 000 q,,0,бензин,автомат,синий,седан,,левый,WAUZZZF43MA****07,,,150 л.с.,2.0
Audi,A4,2 420 000 q,,0,бензин,автомат,серый,седан,,левый,WAUZZZF42MA****32,,,150 л.с.,2.0
Audi,A4,2 420 000 q,,0,бензин,автомат,белый,седан,,левый,WAUZZZF46MA****95,,,150 л.с.,2.0
Audi,A3,1 170 000 q,,90 000,бензин,автомат,белый,седан,,левый,,,,125 л.с.,1.4
Audi,A3,850 000 q,,115 000,бензин,автомат,черный,седан,,левый,,,,125 л.с.,1.4
Audi,A3,860 000 q,,178 040,бензин,,черный,седан,,левый,,,,,1.4
Audi,A6,1 698 000 q,,79 476,бензин,автомат,черный,седан,,левый,,,,190 л.с.,1.8
Audi,Q7,889 000 q,,227 000,дизель,автомат,серый,,,левый,,,,238 л.с.,3.0
Audi,A1,789 000 q,,86 310,бензин,автомат,оранжевый,хэтчбек 5 дв.,,левый,,,,122 л.с.,1.4
Audi,A6,699 000 q,,132 000,бензин,автомат,черный,седан,,левый,,,,220 л.с.,2.8
Audi,Q7,1 247 000 q,,268 189,дизель,автомат,черный,,,левый,,,,340 л.с.,4.1
Audi,Q3,1 414 000 q,,123 270,бензин,автомат,черный,,,левый,,,,150 л.с.,1.4
Audi,S5,1 279 000 q,,87 000,бензин,автомат,белый,купе,,левый,,,,333 л.с.,3.0
Audi,A6,765 000 q,,291 100,дизель,автомат,черный,,,левый,,,,233 л.с.,3.0
Audi,Q5,2 237 000 q,,73 000,дизель,автомат,черный,,,левый,,,,163 л.с.,2.0
Audi,Q3,1 245 000 q,,48 435,бензин,автомат,бежевый,,,левый,,,,170 л.с.,2.0
Audi,A8,7 106 000 q,,2 956,бензин,автомат,черный,,,левый,,,,340 л.с.,3.0
Audi,A8,6 799 000 q,,7 032,бензин,автомат,серый,,,левый,,,,340 л.с.,3.0
Audi,80,82 000 q,,272 000,бензин,механика,серый,седан,,левый,,,,88 л.с.,1.8
Audi,A6,300 000 q,,350 000,бензин,механика,синий,седан,,левый,,,,193 л.с.,2.8
Audi,A4,650 000 q,,169 500,бензин,автомат,белый,,,левый,,,,160 л.с.,1.8
Audi,RS,1 750 000 q,,64 000,бензин,автомат,синий,,,левый,,,,310 л.с.,2.5
Audi,A3,998 500 q,,107 000,бензин,автомат,белый,хэтчбек 5 дв.,,левый,,,,110 л.с.,1.2
Audi,Q3,1 919 700 q,,69 236,бензин,автомат,зеленый,,,левый,,,,180 л.с.,2.0
Audi,Q7,3 650 000 q,,74 000,дизель,автомат,синий,,,левый,,,,249 л.с.,3.0
Audi,A6,1 289 000 q,,147 759,дизель,автомат,белый,седан,,левый,,,,245 л.с.,3.0
Audi,S8,5 451 147 q,,43 208,бензин,автомат,черный,,,левый,,,,605 л.с.,4.0
Audi,Q3,1 840 000 q,,26 159,бензин,автомат,голубой,,,левый,,,,150 л.с.,1.4
Audi,Q5,2 050 000 q,,66 105,бензин,автомат,синий,,,левый,,,,180 л.с.,2.0
Audi,Q7,3 100 000 q,,78 623,бензин,автомат,черный,,,левый,,,,333 л.с.,3.0
Audi,Q5,1 999 999 q,,87 000,бензин,автомат,серый,,,левый,,,,225 л.с.,2.0
Audi,Q7,3 665 000 q,,62 785,дизель,автомат,белый,,,левый,,,,249 л.с.,3.0
Audi,Q5,1 397 000 q,,138 278,бензин,автомат,белый,,,левый,,,,225 л.с.,2.0
Audi,A7,2 495 000 q,,68 225,бензин,автомат,черный,,,левый,,,,249 л.с.,2.0
Audi,A6,840 000 q,,154 400,бензин,автомат,черный,седан,,левый,,,,300 л.с.,3.0
Audi,A3,534 000 q,,87 711,бензин,автомат,белый,хэтчбек 5 дв.,,левый,,,,105 л.с.,1.2
Audi,A4,1 069 000 q,,91 981,бензин,автомат,белый,седан,,левый,,,,211 л.с.,2.0
Audi,A3,835 000 q,,82 000,бензин,,белый,хэтчбек 5 дв.,,,,,,180 л.с.,1.8
Audi,A1,618 000 q,,119 464,бензин,автомат,красный,хэтчбек 5 дв.,,левый,,,,122 л.с.,1.4
Audi,A5,2 795 000 q,,23 600,бензин,автомат,красный,купе,,левый,,,,249 л.с.,2.0
Audi,A7,2 427 000 q,,72 444,бензин,автомат,серый,,,левый,,,,249 л.с.,2.0
Audi,A6,1 697 850 q,,57 500,бензин,автомат,черный,седан,,левый,,,,190 л.с.,1.8
Audi,A3,1 885 900 q,,0,бензин,автомат,серый,седан,,левый,WAUZZZ8V5LA****89,,,150 л.с.,1.4
Audi,Q5,3 597 168 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY4L2****14,,,249 л.с.,2.0
Audi,Q5,3 635 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY6L2****43,,,249 л.с.,2.0
Audi,Q3,1 555 000 q,,44 016,бензин,автомат,белый,,,левый,,,,180 л.с.,2.0
Audi,A7,2 197 000 q,,63 776,бензин,автомат,черный,,,левый,,,,333 л.с.,3.0
Audi,Q3,1 448 000 q,,99 251,бензин,автомат,голубой,,,левый,,,,180 л.с.,2.0
Audi,A5,770 000 q,,154 913,бензин,автомат,белый,лифтбек,,левый,,,,160 л.с.,1.8
Audi,A4,1 049 000 q,,107 300,бензин,автомат,черный,седан,,левый,,,,120 л.с.,1.8
Audi,Q7,3 799 000 q,,63 391,дизель,автомат,серый,,,левый,,,,249 л.с.,3.0
Audi,A6,435 000 q,,166 000,бензин,автомат,черный,седан,,левый,,,,177 л.с.,2.4
Audi,A6,299 000 q,,240 000,бензин,автомат,черный,седан,,левый,,,,250 л.с.,2.7
Audi,RS7,3 160 000 q,,181 055,бензин,автомат,черный,,,левый,,,,560 л.с.,4.0
Audi,A6,250 000 q,,226 500,бензин,автомат,синий,седан,,левый,,,,165 л.с.,2.4
Audi,A6,3 400 000 q,,2 200,бензин,автомат,синий,седан,,левый,,,,245 л.с.,2.0
Audi,Q8,5 200 000 q,,60 000,бензин,автомат,серый,,,левый,,,,340 л.с.,3.0
Audi,Q8,5 170 000 q,,44 858,бензин,автомат,синий,,,левый,,,,340 л.с.,3.0
Audi,Q7,4 299 000 q,,39 388,дизель,автомат,белый,,,левый,,,,249 л.с.,3.0
Audi,Q3,1 671 000 q,,88 917,бензин,автомат,серый,,,левый,,,,180 л.с.,2.0
Audi,TT,1 450 000 q,,123 510,бензин,автомат,белый,купе,,левый,,,,211 л.с.,2.0
Audi,A6,230 000 q,,300 000,,,зеленый,седан,,левый,,,,,
Audi,Q5,3 810 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY6L2****01,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY4L2****32,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY0L2****05,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY0L2****44,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY9L2****10,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY1L2****89,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY8L2****68,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY1L2****31,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY6L2****21,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY1L2****83,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY8L2****12,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY5L2****36,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY5L2****10,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY0L2****91,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY3L2****54,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY9L2****74,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY3L2****79,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY4L2****89,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY6L2****19,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY0L2****37,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY9L2****41,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY5L2****83,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY2L2****02,,,249 л.с.,2.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY5L2****72,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY2L2****10,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY7L2****96,,,249 л.с.,2.0
Audi,Q5,4 349 000 q,,0,дизель,автомат,серый,,,левый,WAUZZZFY9L2****45,,,249 л.с.,3.0
Audi,Q5,3 460 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY9L2****59,,,249 л.с.,2.0
Audi,A6,3 795 000 q,,1 980,бензин,автомат,черный,седан,,левый,,,,190 л.с.,2.0
Audi,A6,1 615 000 q,,113 863,бензин,автомат,черный,седан,,левый,,,,190 л.с.,1.8
Audi,Q3,1 288 000 q,,47 400,бензин,автомат,серебристый,,,левый,,,,170 л.с.,2.0
Audi,A4,220 000 q,,190 000,бензин,автомат,синий,седан,,левый,,,,165 л.с.,2.4
Audi,A4,175 000 q,,,бензин,автомат,синий,седан,,левый,,,,125 л.с.,1.8
Audi,A6,950 000 q,,150 000,бензин,автомат,белый,седан,,левый,,,,180 л.с.,2.0
Audi,Q7,150 000 q,,70 000,дизель,автомат,серый,,,левый,,,,233 л.с.,3.0
Audi,Q7,6 081 690 q,,18 617,дизель,автомат,черный,,,левый,,,,249 л.с.,3.0
Audi,Q7,899 000 q,,109 000,дизель,автомат,серебристый,,,левый,,,,326 л.с.,4.1
Audi,A4,1 049 000 q,,88 000,бензин,автомат,белый,седан,,левый,,,,170 л.с.,1.8
Audi,Q5,1 795 000 q,,120 843,бензин,автомат,синий,,,левый,,,,180 л.с.,2.0
Audi,Q7,2 450 000 q,,91 700,дизель,автомат,черный,,,левый,,,,245 л.с.,3.0
Audi,A8,6 898 000 q,,11 898,дизель,автомат,черный,,,левый,,,,249 л.с.,3.0
Audi,A3,1 590 000 q,,45 279,бензин,автомат,серый,седан,,левый,,,,150 л.с.,1.4
Audi,Q5,830 000 q,,130 067,бензин,автомат,серый,,,,,,,,2.0
Audi,A3,1 300 000 q,,53 650,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A4,1 345 000 q,,144 744,бензин,автомат,коричневый,седан,,левый,,,,225 л.с.,2.0
Audi,Q3,1 710 000 q,,107 531,бензин,автомат,серый,,,левый,,,,180 л.с.,2.0
Audi,A6,1 750 000 q,,79 995,бензин,автомат,черный,седан,,левый,,,,190 л.с.,1.8
Audi,100,150 000 q,,378 000,бензин,механика,синий,седан,,левый,,,,115 л.с.,2.0
Audi,A3,1 050 000 q,,112 315,бензин,автомат,белый,седан,,левый,,,,125 л.с.,1.4
Audi,R8,3 300 000 q,,10 997,бензин,автомат,красный,купе,,левый,,,,420 л.с.,4.2
Audi,Q3,1 270 000 q,,90 862,бензин,автомат,черный,,,левый,,,,150 л.с.,1.4
Audi,A3,1 110 000 q,,83 711,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A3,1 110 000 q,,90 945,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A3,1 130 000 q,,94 918,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A3,1 110 000 q,,92 365,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,Q3,1 094 500 q,,170 386,бензин,автомат,серый,,,левый,,,,170 л.с.,2.0
Audi,Q3,1 395 000 q,,112 525,бензин,автомат,серый,,,левый,,,,180 л.с.,2.0
Audi,A5,577 000 q,,89 466,бензин,автомат,синий,купе,,левый,,,,265 л.с.,3.2
Audi,A4,500 000 q,,222 000,бензин,механика,зеленый,универсал,,левый,,,,163 л.с.,1.8
Audi,Q5,3 625 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY4L2****11,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY9L2****24,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY6L2****24,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY4L2****30,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY6L2****71,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY3L2****15,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY6L2****25,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY3L2****46,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY1L2****67,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZFY4L2****76,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY1L2****71,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY8L2****82,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY5L2****47,,,249 л.с.,2.0
Audi,Q3,3 398 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZF36M1****60,,,180 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY0L2****80,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY1L2****78,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY5L2****50,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,серый,,,левый,WAUZZZFY9L2****09,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY5L2****42,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY9L2****49,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFYXL2****36,,,249 л.с.,2.0
Audi,Q5,3 625 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY3L2****62,,,249 л.с.,2.0
Audi,A8,1 250 000 q,,113 888,бензин,автомат,черный,,,левый,,,,420 л.с.,4.0
Audi,Q7,1 010 000 q,,264 000,дизель,автомат,белый,,,левый,,,,233 л.с.,3.0
Audi,Q3,1 040 000 q,,111 530,бензин,,черный,,,левый,,,,,2.0
Audi,Q3,2 974 000 q,,0,бензин,автомат,белый,,,левый,WAUZZZF30M1****24,,,180 л.с.,2.0
Audi,Q5,3 540 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY8L2****96,,,249 л.с.,2.0
Audi,Q5,3 540 000 q,,0,бензин,автомат,синий,,,левый,WAUZZZFY7L2****93,,,249 л.с.,2.0
Audi,Q5,3 810 000 q,,0,бензин,автомат,черный,,,левый,WAUZZZFY0L2****61,,,249 л.с.,2.0
Audi,A7,6 272 929 q,,0,бензин,автомат,фиолетовый,,,левый,WAUZZZF2XLN****55,,,340 л.с.,3.0
Audi,A8,6 199 000 q,,40 452,бензин,автомат,черный,,,левый,,,,340 л.с.,3.0
Audi,A6,4 032 413 q,,0,дизель,автомат,черный,седан,,левый,WAUZZZF24LN****95,,,190 л.с.,2.0
Audi,A6,927 000 q,,114 033,бензин,автомат,черный,седан,,левый,,,,180 л.с.,2.0
Audi,Q7,1 549 000 q,,83 250,дизель,автомат,серый,,,левый,,,,245 л.с.,3.0
Audi,Q3,1 662 000 q,,29 590,бензин,автомат,серебристый,,,левый,,,,180 л.с.,2.0
Audi,A8,6 327 000 q,,19 681,бензин,автомат,серый,,,левый,,,,340 л.с.,3.0
Audi,Q5,3 453 000 q,,1 008,бензин,автомат,синий,,,левый,,,,249 л.с.,2.0
Audi,A6,1 630 000 q,,117 224,бензин,автомат,черный,седан,,левый,,,,249 л.с.,2.0
Audi,Q3,1 270 000 q,,104 762,бензин,автомат,коричневый,,,левый,,,,170 л.с.,2.0
Audi,A7,1 557 000 q,,100 247,бензин,автомат,черный,,,левый,,,,310 л.с.,3.0
Audi,Q5,1 607 000 q,,110 386,бензин,автомат,черный,,,левый,,,,230 л.с.,2.0
Audi,A3,180 000 q,,260 000,бензин,автомат,серебристый,хэтчбек 3 дв.,,левый,,,,101 л.с.,1.6
Audi,A6,290 000 q,,178 000,бензин,автомат,серый,,,левый,,,,254 л.с.,2.7
Audi,Q3,949 000 q,,89 000,бензин,автомат,оранжевый,,,левый,,,,170 л.с.,2.0
Audi,Q7,1 349 000 q,,99 000,дизель,автомат,черный,,,левый,,,,500 л.с.,5.9
Audi,A4,329 000 q,,166 000,бензин,автомат,синий,универсал,,левый,,,,130 л.с.,2.0
Audi,A3,539 000 q,,124 000,бензин,автомат,белый,хэтчбек 5 дв.,,левый,,,,105 л.с.,1.2
Audi,Q5,1 219 900 q,,226 849,бензин,автомат,серый,,,левый,,,,225 л.с.,2.0
Audi,A6,1 135 000 q,,76 092,бензин,автомат,серый,седан,,левый,,,,180 л.с.,2.0
Audi,Q5,849 000 q,,105 000,бензин,автомат,белый,,,левый,,,,211 л.с.,2.0
Audi,Q5,799 000 q,,142 000,бензин,автомат,серый,,,левый,,,,211 л.с.,2.0
Audi,A3,249 000 q,,350 000,бензин,механика,серый,хэтчбек 3 дв.,,левый,,,,125 л.с.,1.8
Audi,A7,1 350 000 q,,136 256,бензин,автомат,красный,,,левый,,,,300 л.с.,3.0
Audi,A3,2 173 000 q,,0,бензин,автомат,серый,седан,,левый,WAUZZZ8V6LA****65,,,150 л.с.,1.4
Audi,A3,1 654 000 q,,22 763,бензин,автомат,синий,седан,,левый,,,,150 л.с.,1.4
Audi,A7,1 998 000 q,,89 683,дизель,автомат,белый,,,левый,,,,245 л.с.,3.0
Audi,A6,3 600 000 q,,5 000,бензин,автомат,черный,седан,,левый,,,,245 л.с.,2.0
Audi,A6,690 000 q,,205 000,бензин,автомат,белый,универсал,,левый,,,,290 л.с.,3.0
Audi,A8,1 340 000 q,,120 265,бензин,автомат,черный,,,левый,,,,500 л.с.,6.3
Audi,A6,275 000 q,,200 000,бензин,автомат,синий,седан,,левый,,,,193 л.с.,2.8
Audi,Q7,820 000 q,,210 000,дизель,автомат,черный,,,левый,,,,233 л.с.,3.0
Audi,A4,1 351 923 q,,101 987,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A6,1 099 000 q,,90 000,бензин,автомат,черный,седан,,левый,,,,180 л.с.,2.0
Audi,A7,5 750 000 q,,28 000,бензин,автомат,синий,,,левый,,,,340 л.с.,3.0
Audi,Q3,1 130 000 q,,200 533,дизель,автомат,оранжевый,,,левый,,,,177 л.с.,2.0
Audi,Q7,4 399 000 q,,67 138,дизель,автомат,черный,,,левый,,,,249 л.с.,3.0
Audi,A5,665 000 q,,109 751,бензин,автомат,красный,купе,,левый,,,,160 л.с.,1.8
Audi,A4,1 970 000 q,,14 012,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A4,1 287 000 q,,130 960,бензин,автомат,синий,седан,,левый,,,,225 л.с.,2.0
Audi,Q7,4 637 000 q,,9 250,дизель,автомат,белый,,,левый,,,,249 л.с.,3.0
Audi,Q7,2 830 000 q,,128 999,дизель,автомат,черный,,,левый,,,,249 л.с.,3.0
Audi,Q5,800 000 q,,161 000,бензин,автомат,белый,,,левый,,,,211 л.с.,2.0
Audi,A5,1 350 000 q,,138 458,бензин,автомат,синий,купе,,левый,,,,225 л.с.,2.0
Audi,A4,2 130 000 q,,5 292,бензин,автомат,синий,седан,,левый,,,,150 л.с.,1.4
Audi,A3,1 110 000 q,,69 164,бензин,автомат,черный,седан,,левый,,,,150 л.с.,1.4
Audi,A6,1 540 000 q,,142 198,бензин,автомат,черный,седан,,левый,,,,190 л.с.,1.8
Audi,A4,720 000 q,,190 000,бензин,автомат,белый,универсал,,левый,,,,120 л.с.,1.8
Audi,Q7,1 340 000 q,,212 158,дизель,автомат,черный,,,левый,,,,245 л.с.,3.0
Audi,A4,299 000 q,,212 116,дизель,автомат,синий,седан,,левый,,,,150 л.с.,2.5
Audi,Q3,1 039 000 q,,121 565,бензин,автомат,белый,,,левый,,,,170 л.с.,2.0
Audi,Q3,1 312 000 q,,53 584,бензин,автомат,черный,,,левый,,,,170 л.с.,2.0
Audi,Q7,675 000 q,,252 000,бензин,автомат,серебристый,,,левый,,,,280 л.с.,3.6
Audi,A5,1 137 000 q,,167 854,дизель,автомат,серый,купе,,левый,,,,245 л.с.,3.0
Audi,A8,5 455 000 q,,60 785,бензин,автомат,черный,,,левый,,,,340 л.с.,3.0
Audi,A6,1 009 000 q,,227 397,дизель,автомат,черный,седан,,левый,,,,245 л.с.,3.0
Audi,A4,689 000 q,,205 000,бензин,автомат,белый,седан,,левый,,,,160 л.с.,1.8
Audi,A3,815 000 q,,88 000,бензин,автомат,белый,хэтчбек 5 дв.,,левый,,,,105 л.с.,1.2
Audi,Q7,1 850 000 q,,156 560,дизель,автомат,синий,,,левый,,,,245 л.с.,3.0
Audi,Q7,1 430 000 q,,101 000,бензин,автомат,черный,,,левый,,,,272 л.с.,3.0
Audi,A4,399 000 q,,223 000,бензин,автомат,бежевый,седан,,левый,,,,163 л.с.,1.8
Audi,Q5,1 265 000 q,,126 700,бензин,автомат,черный,,,левый,,,,225 л.с.,2.0
Audi,A3,981 200 q,,115 454,бензин,автомат,красный,седан,,левый,,,,125 л.с.,1.4
Audi,Q5,3 290 000 q,,900,бензин,автомат,синий,,,левый,,,,249 л.с.,2.0
Audi,A3,1 109 000 q,,76 148,бензин,автомат,серебристый,седан,,левый,,,,125 л.с.,1.4
Audi,Q7,3 298 000 q,,116 960,дизель,автомат,синий,,,левый,,,,249 л.с.,3.0
Audi,A3,499 000 q,,135 000,бензин,автомат,белый,хэтчбек 5 дв.,,левый,,,,102 л.с.,1.6
Audi,Q5,959 900 q,,134 793,бензин,автомат,белый,,,левый,,,,211 л.с.,2.0
Audi,RS6,5 199 900 q,,44 928,бензин,автомат,серый,седан,,левый,,,,605 л.с.,4.0
Audi,Q5,1 679 000 q,,67 205,бензин,автомат,черный,,,левый,,,,225 л.с.,2.0
Audi,Q3,1 009 000 q,,99 115,бензин,автомат,серый,,,левый,,,,170 л.с.,2.0
Audi,Q3,1 599 000 q,,47 469,бензин,автомат,синий,,,левый,,,,180 л.с.,2.0
Audi,A1,799 000 q,,102 963,бензин,автомат,черный,хэтчбек 5 дв.,,левый,,,,122 л.с.,1.4
Audi,A8,1 900 000 q,,137 672,бензин,автомат,коричневый,,,левый,,,,310 л.с.,3.0
Audi,Q5,3 300 000 q,,8 138,бензин,автомат,коричневый,,,левый,,,,249 л.с.,2.0
Audi,A4,3 270 000 q,,0,бензин,автомат,белый,универсал,,левый,WAUZZZF47MA****71,,,249 л.с.,2.0
Audi,A4,3 270 000 q,,0,бензин,автомат,серый,универсал,,левый,WAUZZZF49MA****13,,,249 л.с.,2.0
