brand,model,year,mileage,engine_type,transmission,color,bodywork,doors_num,steering_wheel,vin,owners_num,tech_condition,horsepower,engine_capacity,price,price_currency,price_with_nds 
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3464847,RUR,False
Audi,A6,1997,240000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,125,1.8 MT (125 л.с.),280000,RUR,False
Audi,A4,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,2994768,RUR,False
Audi,A5,2020,0,GASOLINE,ALL_WHEEL_DRIVE,EE1D19,LIFTBACK,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,4160663,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3633934,RUR,False
Audi,Q3 Sportback,2020,0,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,180,40 TFSI 2.0 AMT (180 л.с.) 4WD,3842478,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2697936,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2467428,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3270000,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3270000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2467428,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3270000,RUR,False
Audi,A4,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,2994768,RUR,False
Audi,A5,2020,0,GASOLINE,ALL_WHEEL_DRIVE,EE1D19,LIFTBACK,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,4160663,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2697936,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2599027,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3469237,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2599027,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2467428,RUR,False
Audi,A4,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,2994768,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2467428,RUR,False
Audi,A8,2018,45084,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,340,55 TFSI 3.0 AT (340 л.с.) 4WD,5828000,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3639210,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2599027,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2599027,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2599027,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3464847,RUR,False
Audi,Q5,2019,22989,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,3790000,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3633934,RUR,False
Audi,Q3,2012,48435,GASOLINE,ALL_WHEEL_DRIVE,C49648,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1245000,RUR,False
Audi,100,1991,240000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,101,2.0 MT (101 л.с.),180000,RUR,False
Audi,A3,2009,191386,GASOLINE,FORWARD_CONTROL,040001,HATCHBACK_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,102,1.6 AMT (102 л.с.),459000,RUR,False
Audi,A6,2005,372000,DIESEL,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,163,2.7d AT (163 л.с.) 4WD,697000,RUR,False
Audi,Q3,2013,79011,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1325000,RUR,False
Audi,A8,2014,119000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,310,Long 3.0 AT (310 л.с.) 4WD,2700000,RUR,False
Audi,A6,1999,350000,GASOLINE,ALL_WHEEL_DRIVE,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,193,2.8 AT (193 л.с.) 4WD,300000,RUR,False
Audi,A6,2015,106917,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,190,1.8 AMT (190 л.с.),1519000,RUR,False
Audi,A5,2013,70500,GASOLINE,ALL_WHEEL_DRIVE,040001,COUPE,2,LEFT,WAU**************,2,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,1170000,RUR,False
Audi,Q3,2014,121404,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1148000,RUR,False
Audi,Q3,2013,79519,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1299000,RUR,False
Audi,Q3,2016,123270,GASOLINE,FORWARD_CONTROL,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,150,1.4 AMT (150 л.с.),1414000,RUR,False
Audi,A8,2019,2956,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,340,55 TFSI Long 3.0 AT (340 л.с.) 4WD,7106000,RUR,False
Audi,A6,2008,177000,DIESEL,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,140,2.0d CVT (140 л.с.),550000,RUR,False
Audi,A8,2006,89496,GASOLINE,ALL_WHEEL_DRIVE,007F00,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,450,Long 6.0 AT (450 л.с.) 4WD,1000000,RUR,False
Audi,A6,2015,79476,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,190,1.8 AMT (190 л.с.),1698000,RUR,False
Audi,A4,2000,160000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,150,1.8 AT (150 л.с.) 4WD,200000,RUR,False
Audi,A1,2010,103591,GASOLINE,FORWARD_CONTROL,040001,HATCHBACK_3_DOORS,3,LEFT,WAU**************,3,NOT_BEATEN,122,1.4 AMT (122 л.с.),600300,RUR,False
Audi,Q7,2017,74000,DIESEL,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,XW8**************,2,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,3650000,RUR,False
Audi,Q5,2020,0,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,3540000,RUR,False
Audi,A6,2015,55455,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,190,1.8 AMT (190 л.с.),1569900,RUR,False
Audi,A6,2016,130000,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,190,1.8 AMT (190 л.с.),1580000,RUR,False
Audi,A6,2007,248000,DIESEL,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,140,2.0d CVT (140 л.с.),555000,RUR,False
Audi,A6,2011,193000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,290,3.0 AT (290 л.с.) 4WD,610000,RUR,False
Audi,A5,2016,13500,GASOLINE,ALL_WHEEL_DRIVE,0000CC,LIFTBACK,5,LEFT,WAU**************,3,NOT_BEATEN,230,2.0 AMT (230 л.с.) 4WD,1850000,RUR,False
Audi,Q7,2016,70000,DIESEL,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,3980000,RUR,False
Audi,Q7,2020,0,DIESEL,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,XW8**************,0,NOT_BEATEN,249,45 TDI 3.0d AT (249 л.с.) 4WD,6500000,RUR,False
Audi,A6,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,245,45 TFSI 2.0 AMT (245 л.с.) 4WD,3880000,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3316500,RUR,False
Audi,Q7,2020,0,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,XW8**************,0,NOT_BEATEN,249,45 TDI 3.0d AT (249 л.с.) 4WD,6500000,RUR,False
Audi,Q7,2020,0,DIESEL,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,XW8**************,0,NOT_BEATEN,249,45 TDI 3.0d AT (249 л.с.) 4WD,6500000,RUR,False
Audi,A8,2019,7032,GASOLINE,ALL_WHEEL_DRIVE,97948F,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,340,55 TFSI Long 3.0 AT (340 л.с.) 4WD,6799000,RUR,False
Audi,A4,2015,49000,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,170,1.8 CVT (170 л.с.),1049000,RUR,False
Audi,Q7,2010,268189,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,340,4.1d AT (340 л.с.) 4WD,1247000,RUR,False
Audi,A6,2019,1228,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,245,45 TFSI 2.0 AMT (245 л.с.) 4WD,3390000,RUR,False
Audi,S8,2016,43208,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WUA**************,2,NOT_BEATEN,605,4.0 AT (605 л.с.) 4WD,5451147,RUR,False
Audi,A7,2011,189000,DIESEL,ALL_WHEEL_DRIVE,040001,LIFTBACK,5,LEFT,WAU**************,1,NOT_BEATEN,245,S-tronic 3.0d AMT (245 л.с.) 4WD,1499000,RUR,False
Audi,A3,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,1.4 AMT (150 л.с.),1890000,RUR,False
Audi,A6,2003,255000,DIESEL,FORWARD_CONTROL,040001,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,180,2.5d AT (180 л.с.),333333,RUR,False
Audi,A4,2001,307000,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,130,2.0 MT (130 л.с.),260000,RUR,False
Audi,A1,2012,124386,GASOLINE,FORWARD_CONTROL,FAFBFB,HATCHBACK_3_DOORS,3,LEFT,WAU**************,3,NOT_BEATEN,122,1.4 AMT (122 л.с.),555000,RUR,False
Audi,A4,2017,105951,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,150,1.4 AMT (150 л.с.),1520000,RUR,False
Audi,A4,2014,130000,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,225,2.0 AMT (225 л.с.) 4WD,1300000,RUR,False
Audi,Q5,2020,0,GASOLINE,ALL_WHEEL_DRIVE,22A0F8,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,3911000,RUR,False
Audi,A4,2014,79400,GASOLINE,FORWARD_CONTROL,200204,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,120,1.8 CVT (120 л.с.),1020000,RUR,False
Audi,Q3,2015,58000,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1600000,RUR,False
Audi,A6,2017,118000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,190,1.8 AMT (190 л.с.),1450000,RUR,False
Audi,A4 allroad,2009,150000,GASOLINE,ALL_WHEEL_DRIVE,040001,WAGON_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,865000,RUR,False
Audi,100,1991,270000,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAZZZ4AZNA***********,2,NOT_BEATEN,115,2.0 MT (115 л.с.),115000,RUR,False
Audi,A4,2010,162000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,160,1.8 CVT (160 л.с.),600000,RUR,False
Audi,RS Q3,2014,66000,GASOLINE,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WUA**************,3,NOT_BEATEN,310,2.5 AMT (310 л.с.) 4WD,1900000,RUR,False
Audi,A6,2017,118000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,1,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,1950000,RUR,False
Audi,A6,2017,101000,DIESEL,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,190,2.0d AMT (190 л.с.),2100000,RUR,False
Audi,A6,2007,167900,DIESEL,FORWARD_CONTROL,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,140,2.0d CVT (140 л.с.),499000,RUR,False
Audi,Q7,2016,87000,DIESEL,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,3400000,RUR,False
Audi,Q7,2008,200000,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,238,3.0d AT (238 л.с.) 4WD,940000,RUR,False
Audi,A4,2004,241048,GASOLINE,FORWARD_CONTROL,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,130,2.0 CVT (130 л.с.),285000,RUR,False
Audi,A6,2017,154006,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,1849000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2712500,RUR,False
Audi,Q5,2018,15592,GASOLINE,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,3189000,RUR,False
Audi,A3,2010,56000,GASOLINE,FORWARD_CONTROL,040001,HATCHBACK_3_DOORS,3,LEFT,WAU**************,3,NOT_BEATEN,160,1.8 AMT (160 л.с.),900000,RUR,False
Audi,Q3,2012,108000,GASOLINE,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1050000,RUR,False
Audi,A6,2013,180000,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,310,3.0 AMT (310 л.с.) 4WD,1050000,RUR,False
Audi,Q3,2017,107531,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,180,2.0 AMT (180 л.с.) 4WD,1710000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2420000,RUR,False
Audi,80,1989,181000,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,90,1.8 MT (90 л.с.),100000,RUR,False
Audi,A6,2016,57500,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,190,1.8 AMT (190 л.с.),1697850,RUR,False
Audi,A6 allroad,2011,202915,DIESEL,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,239,3.0d AT (239 л.с.) 4WD,1049000,RUR,False
Audi,A4,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3353400,RUR,False
Audi,Q7,2017,41600,DIESEL,ALL_WHEEL_DRIVE,040001,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,5220000,RUR,False
Audi,A6,2006,180000,GASOLINE,ALL_WHEEL_DRIVE,CACECB,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,255,3.1 AT (255 л.с.) 4WD,400000,RUR,False
Audi,A8,2011,147000,GASOLINE,ALL_WHEEL_DRIVE,0000CC,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,500,Long 6.3 AT (500 л.с.) 4WD,1300000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,97948F,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2420000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2420000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2420000,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,97948F,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3644000,RUR,False
Audi,Q3,2013,103000,GASOLINE,ALL_WHEEL_DRIVE,200204,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1050000,RUR,False
Audi,80,1991,100000,GASOLINE,FORWARD_CONTROL,4A2197,SEDAN,4,LEFT,WAUZZZ8ZMA***********,3,NOT_BEATEN,112,1.8 MT (112 л.с.),50000,RUR,False
Audi,A6,1999,360000,GASOLINE,FORWARD_CONTROL,CACECB,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,165,2.4 MT (165 л.с.),180000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2420000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2790000,RUR,False
Audi,SQ8,2020,0,DIESEL,ALL_WHEEL_DRIVE,0000CC,ALLROAD_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,422,4.0d AT (422 л.с.) 4WD,12350000,RUR,False
Audi,A4,2020,0,GASOLINE,ALL_WHEEL_DRIVE,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3353400,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2690000,RUR,False
Audi,A4,2020,0,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3353400,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3479000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2690000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,190,40 TFSI 2.0 AMT (190 л.с.),2790000,RUR,False
Audi,A4,2020,0,GASOLINE,FORWARD_CONTROL,0000CC,SEDAN,4,LEFT,WAU**************,0,NOT_BEATEN,150,35 TFSI 2.0 AMT (150 л.с.),2612000,RUR,False
Audi,A4 allroad,2020,0,GASOLINE,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,0,NOT_BEATEN,249,45 TFSI 2.0 AMT (249 л.с.) 4WD,3883000,RUR,False
Audi,Q7,2015,130000,DIESEL,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,2890000,RUR,False
Audi,A6,2005,195000,DIESEL,ALL_WHEEL_DRIVE,CACECB,WAGON_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,224,3.0d AT (224 л.с.) 4WD,850000,RUR,False
Audi,A7,2016,72444,GASOLINE,ALL_WHEEL_DRIVE,97948F,LIFTBACK,5,LEFT,WAU**************,3,NOT_BEATEN,249,2.0 AMT (249 л.с.) 4WD,2427000,RUR,False
Audi,TT,2001,350000,GASOLINE,ALL_WHEEL_DRIVE,CACECB,COUPE,2,LEFT,TRU**************,3,NOT_BEATEN,225,1.8 MT (225 л.с.) 4WD,400000,RUR,False
Audi,Q3,2013,75255,GASOLINE,ALL_WHEEL_DRIVE,FF8649,ALLROAD_5_DOORS,5,LEFT,WAU**************,1,NOT_BEATEN,170,2.0 AMT (170 л.с.) 4WD,1269000,RUR,False
Audi,A6,2002,330000,DIESEL,ALL_WHEEL_DRIVE,0000CC,WAGON_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,180,2.5d MT (180 л.с.) 4WD,450000,RUR,False
Audi,Q7,2017,63391,DIESEL,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,249,3.0d AT (249 л.с.) 4WD,3799000,RUR,False
Audi,A4,1996,350000,GASOLINE,FORWARD_CONTROL,040001,SEDAN,4,LEFT,WAU**************,2,NOT_BEATEN,101,1.6 MT (101 л.с.),145000,RUR,False
Audi,Q5,2013,84000,GASOLINE,ALL_WHEEL_DRIVE,97948F,ALLROAD_5_DOORS,5,LEFT,XW8**************,3,NOT_BEATEN,225,2.0 AT (225 л.с.) 4WD,1555000,RUR,False
Audi,80,1992,265000,GASOLINE,FORWARD_CONTROL,007F00,SEDAN,4,LEFT,WAU**************,3,NOT_BEATEN,115,2.0 MT (115 л.с.),85000,RUR,False
Audi,Q5,2011,171474,GASOLINE,ALL_WHEEL_DRIVE,FAFBFB,ALLROAD_5_DOORS,5,LEFT,WAU**************,2,NOT_BEATEN,211,2.0 AMT (211 л.с.) 4WD,898000,RUR,False
Audi,Q5,2009,102000,GASOLINE,ALL_WHEEL_DRIVE,C49648,ALLROAD_5_DOORS,5,LEFT,WAU**************,3,NOT_BEATEN,180,2.0 AT (180 л.с.) 4WD,800000,RUR,False
